emotion_quadrant,music_name,SVM,Random Forest,Neural Network,SVM (Q1),SVM (Q2),SVM (Q3),SVM (Q4),Random Forest (Q1),Random Forest (Q2),Random Forest (Q3),Random Forest (Q4),Neural Network (Q1),Neural Network (Q2),Neural Network (Q3),Neural Network (Q4),Fold,total_midi_events,duration,num_unique_tracks,num_unique_channels,avg_note_pitch,std_note_pitch,min_note_pitch,max_note_pitch,pitch_range,avg_note_velocity,std_note_velocity,num_note_on_events,num_note_off_events,num_set_tempo_events
Q4,Q4_GAvPwG2wYZM_0,Q4,Q4,Q4,0.0233703,0.0414453,0.339092,0.596092,0,0,0.15,0.85,0.00594722,0.00883147,0.433746,0.551475,1,258,29.9922,2,1,52.7087,10.9941,28,73,45,22.3883,24.0084,206,0,1
Q1,Q1_Fc1qk52SaKY_0,Q1,Q1,Q2,0.389007,0.424066,0.107963,0.0789637,0.677381,0.05,0.208333,0.0642857,0.318445,0.538933,0.0908989,0.0517234,1,746,49.9518,2,1,56.1908,11.9196,25,82,57,31.5405,32.8546,692,0,1
Q2,Q2_qlbazHayULg_5,Q2,Q1,Q2,0.418809,0.522475,0.0370861,0.0216294,0.605,0.395,0,0,0.230982,0.766853,0.00205164,0.000112977,1,808,39.9323,2,1,68.9819,19.2547,24,102,78,41.9018,42.7127,774,0,1
Q2,Q2_RiQMuhk_SuQ_1,Q2,Q1,Q2,0.186381,0.457181,0.23181,0.124629,0.425,0.425,0.116667,0.0333333,0.0626753,0.755713,0.15418,0.0274316,1,784,59.6914,2,1,55.6686,10.6911,28,64,36,33.6,33.9755,700,0,1
Q2,Q2_yrvKReuwVlY_2,Q2,Q2,Q2,0.359175,0.61055,0.0143573,0.0159172,0.166667,0.833333,0,0,0.391792,0.608158,3.59918e-05,1.35686e-05,1,1226,48.1016,2,1,64.7853,15.2516,27,94,67,48.7521,49.476,1174,0,1
Q3,Q3__vZOEQCYSaY_2,Q4,Q4,Q3,0.0557769,0.0633387,0.335381,0.545504,0.116667,0.0583333,0.345833,0.479167,0.0306751,0.0436607,0.682868,0.242796,1,712,39.1823,2,1,71.2885,8.4823,41,85,44,25.4,28.0283,610,0,1
Q4,Q4_9v2WSpn4FCw_9,Q2,Q3,Q2,0.357698,0.579647,0.0325877,0.0300675,0,0.366667,0.383333,0.25,0.103466,0.72164,0.162309,0.0125838,1,424,39.9922,2,1,52.5193,11.2905,29,80,51,43.1133,44.3389,362,0,1
Q1,Q1_aYe-2Glruu4_3,Q1,Q1,Q1,0.540003,0.377717,0.0391368,0.0431429,0.546429,0.325,0.0285714,0.1,0.766228,0.206355,0.00738554,0.0200314,1,552,29.9922,2,1,69.0949,11.3981,38,91,53,37.4229,38.2181,506,0,1
Q1,Q1_POaIGvLsp5M_0,Q1,Q1,Q2,0.343968,0.231591,0.215539,0.208901,0.56,0.12,0.186667,0.133333,0.282725,0.359762,0.270267,0.0872469,1,410,36.8125,2,1,68.1512,8.01095,43,81,38,35.3663,35.9589,344,0,1
Q3,Q3_FOcdHIhI0_s_0,Q3,Q4,Q3,0.0928116,0.209462,0.44637,0.251356,0.0333333,0.208333,0.375,0.383333,2.97003e-10,0.0132216,0.521261,0.465517,1,212,109.992,2,1,64.4545,11.2122,38,95,57,38.0649,38.5679,154,0,1
Q4,Q4_pRuwHN-lI44_3,Q4,Q3,Q3,0.00421843,0.0118417,0.372041,0.611898,0.0333333,0,0.6,0.366667,4.93067e-06,0.00112351,0.703012,0.29586,1,372,58.0924,2,1,72.6463,9.43074,47,94,47,27.3384,28.3536,328,0,1
Q1,Q1_doM_LWo-74A_3,Q1,Q1,Q1,0.455187,0.493483,0.0270198,0.0243094,0.8,0.2,0,0,0.587352,0.409509,0.00171995,0.00141891,1,400,18.0117,2,1,68.8901,16.569,26,98,72,45,45.7725,364,0,1
Q3,Q3_xYZ8n8ULaNo_1,Q4,Q3,Q4,0.00826174,0.0148247,0.331203,0.645711,0,0,0.725,0.275,0.000663819,0.00290057,0.436637,0.559799,1,442,39.9922,2,1,55.3765,11.5623,29,77,48,19.3088,20.6707,340,0,1
Q4,Q4_2w5XkAt_3WU_0,Q4,Q3,Q4,0.0545499,0.0504566,0.240932,0.654061,0.1,0,0.6,0.3,0.0689836,0.0454656,0.140435,0.745116,1,288,19.9922,2,1,60.2879,10.7933,26,84,58,24.1629,26.3377,264,0,1
Q2,Q2_3_MxhSS86oU_0,Q2,Q2,Q2,0.322154,0.671919,0.00289338,0.00303396,0.399286,0.600714,0,0,0.330828,0.668492,0.000410354,0.000269385,1,1070,39.9922,2,1,59.6419,14.4278,24,81,57,41.3501,41.7306,994,0,1
Q1,Q1_HY9vPoHbgaI_0,Q4,Q1,Q4,0.269429,0.152501,0.154527,0.423543,0.606667,0.05,0.126667,0.216667,0.315943,0.154403,0.162248,0.367406,1,390,36.7122,2,1,63.0964,9.45796,38,81,43,33.3193,34.4506,332,0,1
Q4,Q4_biROWEwkDQQ_1,Q4,Q4,Q4,0.031326,0.0901696,0.279125,0.59938,0.205714,0.08,0.313333,0.400952,0.00325144,0.133631,0.249064,0.614053,1,558,59.9922,2,1,64.9918,11.0869,28,85,57,30.1204,32.0716,490,0,1
Q2,Q2_5CEAeMiXKaA_0,Q4,Q4,Q4,0.232354,0.0578864,0.170264,0.539495,0.153333,0,0.334762,0.511905,0.349058,0.0278975,0.0826427,0.540402,1,456,29.9922,2,1,66.0053,10.091,48,84,36,30.4358,30.9229,374,0,1
Q4,Q4_5Ju9q1N2x0E_0,Q4,Q4,Q4,0.00590865,0.00726971,0.202676,0.784146,0,0,0.0733333,0.926667,0.007009,0.00185557,0.245481,0.745655,1,622,38.8516,2,1,62.7081,10.263,40,90,50,21.4228,24.9731,596,0,1
Q3,Q3_uj3Gif77SYM_2,Q4,Q4,Q4,0.032963,0.0224468,0.20598,0.73861,0,0,0.228333,0.771667,0.0229625,0.00333494,0.0856163,0.888086,1,484,29.9922,2,1,56.1842,9.56005,39,78,39,24.0636,25.861,456,0,1
Q3,Q3_Ie5koh4qvJc_24,Q4,Q4,Q4,0.00857848,0.010951,0.32006,0.660411,0,0,0.341667,0.658333,0.00119783,0.000951996,0.291696,0.706154,1,598,39.9922,2,1,55.2211,10.1533,35,79,44,18.6842,20.658,570,0,1
Q3,Q3_Ie5koh4qvJc_23,Q4,Q4,Q4,0.0319362,0.0564745,0.203682,0.707908,0.0125,0.233333,0.320833,0.433333,0.00640212,0.0787762,0.289901,0.62492,1,516,49.0221,2,1,59.2078,6.48443,35,77,42,27.9416,29.2122,462,0,1
Q4,Q4_heBmBQDWj-M_2,Q4,Q4,Q4,0.0301941,0.0177293,0.20499,0.747086,0.05,0,0.216667,0.733333,0.0238951,0.00766158,0.162456,0.805987,1,322,29.9922,2,1,65.8919,6.83673,47,83,36,26.3986,27.5332,296,0,1
Q3,Q3_PLfFWFZflQU_1,Q3,Q4,Q2,0.122352,0.172273,0.341598,0.363777,0.0333333,0.0333333,0.447619,0.485714,0.221594,0.32161,0.303613,0.153183,1,702,39.9922,2,1,70.829,11.9146,33,91,58,27.8016,29.8045,620,0,1
Q3,Q3_xYZ8n8ULaNo_0,Q4,Q3,Q3,0.00334406,0.0123541,0.331557,0.652745,0,0,0.7125,0.2875,3.19194e-05,0.00297447,0.542382,0.454612,1,302,46.1914,2,1,56.3304,11.9582,29,81,52,18.6783,20.0972,230,0,1
Q4,Q4_ltNK_MY1HkM_1,Q4,Q3,Q3,0.0129846,0.0279913,0.270588,0.688436,0.216667,0,0.431667,0.351667,0.000487695,0.0123375,0.716721,0.270454,1,158,39.3021,2,1,63.8065,13.4465,38,88,50,31.4355,33.4954,124,0,1
Q1,Q1_QwsQ8ejbMKg_1,Q1,Q2,Q1,0.501439,0.479832,0.0111998,0.00752947,0.333333,0.666667,0,0,0.535376,0.453633,0.00853333,0.00245753,1,532,29.2917,2,1,60.0042,16.5258,27,87,60,41.1983,41.9165,474,0,1
Q2,Q2__FVzelKlBFs_2,Q1,Q1,Q1,0.466068,0.512354,0.0133647,0.00821336,0.7,0.3,0,0,0.531358,0.465286,0.002398,0.000958074,1,544,29.9922,2,1,65.2727,16.0233,25,92,67,46.2689,46.5956,528,0,1
Q4,Q4_fShAWhXIits_0,Q2,Q2,Q2,0.283964,0.564459,0.0940133,0.0575635,0.395833,0.604167,0,0,0.13875,0.821546,0.0317556,0.0079487,1,882,56.2721,2,1,52.9785,10.6747,26,69,43,35.5766,36.4284,744,0,1
Q1,Q1_1vjy9oMFa8c_5,Q2,Q2,Q2,0.375381,0.583239,0.0238294,0.0175509,0.3,0.7,0,0,0.164795,0.828604,0.00590356,0.000696883,1,978,59.9922,2,1,56.0839,16.141,24,91,67,39.1349,40.1643,882,0,1
Q1,Q1_NGE9ynTJABg_0,Q2,Q2,Q2,0.403996,0.585293,0.00563974,0.00507158,0.383929,0.616071,0,0,0.377048,0.62238,0.000419591,0.000151955,1,1016,39.7917,2,1,63.7758,13.7462,26,97,71,42.1747,43.8997,990,0,1
Q2,Q2_yhIncZ_Ue4E_0,Q1,Q3,Q1,0.356479,0.152694,0.14679,0.344037,0.235,0.21,0.293333,0.261667,0.530934,0.0649287,0.0950476,0.30909,1,446,29.9922,2,1,61,9.05294,39,77,38,31.6103,32.3827,408,0,1
Q4,Q4_JxSU49jFKwM_0,Q4,Q4,Q4,0.00337141,0.00836318,0.193349,0.794917,0,0.04,0.206667,0.753333,0.000728314,0.00853657,0.268276,0.722459,1,398,49.9922,2,1,59.4048,10.7349,41,84,43,25.7262,27.0564,336,0,1
Q1,Q1_mX-xs3OVhTs_1,Q1,Q1,Q1,0.492704,0.457771,0.0219921,0.0275331,0.579167,0.304167,0,0.116667,0.534287,0.366291,0.0680719,0.0313508,1,442,29.9922,2,1,55.3053,12.0567,26,84,58,38.6395,40.2379,380,0,1
Q2,Q2_Uu-oRTRT6uQ_0,Q2,Q2,Q2,0.337236,0.650277,0.00517922,0.00730791,0.453968,0.546032,0,0,0.251472,0.748156,0.000290128,8.2041e-05,1,952,37.7526,2,1,58.1474,12.4707,25,81,56,47.7115,48.4243,936,0,1
Q1,Q1_94ROf10d1iA_3,Q1,Q1,Q1,0.464773,0.418432,0.0695405,0.0472552,0.66,0.18,0.06,0.1,0.697725,0.213175,0.0558881,0.0332117,1,666,46.1016,2,1,66.6961,12.7408,37,92,55,40.8781,41.5463,566,0,1
Q2,Q2_k-FNDbK6Qhg_0,Q2,Q2,Q2,0.378466,0.612037,0.00528499,0.00421156,0.28,0.72,0,0,0.268224,0.729107,0.00183056,0.000838249,1,1066,39.2018,2,1,61.2593,12.3219,29,95,66,38.3615,39.4944,1018,0,1
Q4,Q4_ltxNPJda7zE_4,Q1,Q1,Q3,0.242384,0.253807,0.275105,0.228704,0.4,0.1,0.333333,0.166667,0.0283284,0.148676,0.540283,0.282713,1,172,29.1224,2,1,69.4051,13.5256,33,97,64,34.8354,37.7398,158,0,1
Q1,Q1_K6OFDxBU370_0,Q1,Q1,Q1,0.356049,0.207957,0.164795,0.271198,0.411667,0.08,0.258333,0.25,0.340615,0.223783,0.248036,0.187566,1,482,37.9518,2,1,55.8761,11.2423,30,82,52,31.3693,32.2988,436,0,1
Q2,Q2_L3_TadjSQQ0_0,Q2,Q2,Q2,0.20873,0.694711,0.0706038,0.0259551,0.43,0.491429,0.0785714,0,0.11335,0.87749,0.00786075,0.00129945,1,1202,39.9922,2,1,71.9118,10.3094,38,86,48,36.4576,36.9587,1156,0,1
Q2,Q2_1TAKQK3s6qQ_0,Q2,Q2,Q2,0.269704,0.659619,0.0331704,0.0375066,0.0666667,0.933333,0,0,0.0364673,0.963217,0.000289158,2.62947e-05,1,1112,56.0326,2,1,50.3302,12.2563,23,78,55,46.3226,47.7449,1060,0,1
Q1,Q1_r6laJv1-HMg_0,Q2,Q2,Q1,0.433406,0.551304,0.00735053,0.00793914,0.4125,0.5625,0.025,0,0.530935,0.441772,0.0210659,0.00622747,1,654,39.9922,2,1,57.4724,11.9096,25,78,53,39.7155,40.8134,580,0,1
Q2,Q2__FVzelKlBFs_0,Q2,Q2,Q2,0.337734,0.64492,0.00815511,0.00919156,0.383333,0.616667,0,0,0.180566,0.819366,3.94837e-05,2.83583e-05,1,1016,29.9922,2,1,60.3403,16.4615,25,93,68,47.0599,47.5684,952,0,1
Q1,Q1_UOSlDydo94E_1,Q1,Q1,Q1,0.505619,0.44194,0.0253775,0.027064,0.5575,0.1825,0,0.26,0.630433,0.298494,0.0360576,0.0350156,1,416,29.9922,2,1,60.9402,11.7481,29,76,47,38.1685,39.558,368,0,1
Q3,Q3_x4B0raxVODA_0,Q3,Q3,Q3,0.00463941,0.0270228,0.432384,0.535954,0,0,0.575,0.425,1.40591e-06,0.00328211,0.868022,0.128694,1,164,43.332,2,1,66.2703,12.9282,27,80,53,19.6689,21.4943,148,0,1
Q2,Q2_jrVXitpLGMk_2,Q2,Q2,Q2,0.276923,0.709329,0.00652016,0.00722766,0.0666667,0.933333,0,0,0.0597374,0.940069,0.000110982,8.23945e-05,1,1126,29.9922,2,1,55.7396,16.47,25,90,65,41.3519,41.6714,1060,0,1
Q3,Q3_1Q3MoBFh6eU_2,Q4,Q4,Q4,0.00315882,0.00375098,0.158115,0.834976,0,0,0.166667,0.833333,0.00330516,0.00108606,0.145657,0.849952,1,502,42.5026,2,1,61.4622,9.90735,45,90,45,23.88,25.1825,450,0,1
Q4,Q4__BK2o77sTc0_2,Q3,Q4,Q3,0.028412,0.0576888,0.514601,0.399298,0.0333333,0.0666667,0.441667,0.458333,0.00114789,0.0044396,0.939305,0.0551079,1,644,48.0026,2,1,78.157,12.2672,52,98,46,27.1177,28.2779,586,0,1
Q2,Q2_UJcnNfeCN1c_1,Q1,Q1,Q1,0.383524,0.262991,0.133987,0.219498,0.383333,0.165,0.108333,0.343333,0.671572,0.108942,0.0743084,0.145178,1,388,29.9922,2,1,60.0471,9.29923,41,75,34,34.3912,34.8525,340,0,1
Q1,Q1_2Z9SjI131jA_7,Q4,Q4,Q4,0.237085,0.0896368,0.172669,0.500609,0.1,0.183333,0.25,0.466667,0.278457,0.0487377,0.136819,0.535987,1,480,39.9922,2,1,63.6376,10.5956,38,91,53,33.7336,34.2294,458,0,1
Q2,Q2_08t73Qgjkt4_2,Q2,Q2,Q2,0.304379,0.492197,0.126641,0.0767842,0.4,0.6,0,0,0.104816,0.885631,0.00761904,0.00193406,1,1012,75.0013,2,1,59.5773,18.1896,25,90,65,39.0991,40.7066,918,0,1
Q4,Q4_6oLmO9ZSJt0_1,Q3,Q1,Q2,0.211042,0.16121,0.315878,0.31187,0.386667,0.05,0.266667,0.296667,0.0591329,0.40608,0.33149,0.203297,1,184,26.4115,2,1,72.8571,9.03436,40,83,43,33.2857,34.0951,140,0,1
Q1,Q1_sZe3IB1OVfw_1,Q1,Q1,Q1,0.508979,0.177419,0.114613,0.198989,0.475,0.116667,0.235,0.173333,0.620011,0.0909779,0.0779165,0.211095,1,502,29.9922,2,1,59.3896,11.8386,30,82,52,30.3377,31.3015,462,0,1
Q4,Q4_NP0lwB-_-og_0,Q4,Q4,Q4,0.0726374,0.0989225,0.195977,0.632464,0.133333,0,0.383333,0.483333,0.0262618,0.156826,0.372026,0.444886,1,360,39.8516,2,1,60.8608,11.5104,29,83,54,30.3987,32.4029,316,0,1
Q1,Q1_JT1XJnVmABo_2,Q2,Q2,Q2,0.440027,0.527456,0.0210793,0.0114384,0.205,0.795,0,0,0.370054,0.626779,0.00285775,0.000309282,1,772,39.9922,2,1,67.537,17.395,24,99,75,42.4068,43.0183,730,0,1
Q1,Q1_FfwKrQyQ7WU_1,Q1,Q1,Q1,0.468387,0.335812,0.106765,0.0890352,0.476667,0.33,0.143333,0.05,0.58264,0.196892,0.162617,0.0578511,1,550,38.3815,2,1,54.8207,11.8407,31,78,47,32.5936,33.4605,502,0,1
Q2,Q2_Uu-oRTRT6uQ_1,Q2,Q2,Q2,0.364792,0.625129,0.00459531,0.00548436,0.183333,0.816667,0,0,0.306708,0.693183,6.79424e-05,4.13728e-05,1,1062,37.7122,2,1,61.9661,14.8405,28,88,60,47.6285,48.0748,1004,0,1
Q4,Q4_rW1I58_lMEg_3,Q4,Q4,Q4,0.0376707,0.0285208,0.300103,0.633705,0.025,0.1,0.25,0.625,0.0120651,0.00839569,0.38017,0.599369,1,624,39.9922,2,1,55.1088,9.31118,34,75,41,22.6965,24.8704,570,0,1
Q3,Q3_REq37pDAm3A_4,Q3,Q4,Q3,0.0550714,0.04698,0.472403,0.425546,0.11,0.0333333,0.356667,0.5,0.0273843,0.0133508,0.810905,0.14836,1,580,45.112,2,1,74.298,10.9923,48,104,56,32.5837,34.134,490,0,1
Q1,Q1_fey-8bOR95E_1,Q2,Q1,Q2,0.418808,0.576391,0.00219569,0.00260456,0.50119,0.49881,0,0,0.384651,0.613509,0.000593435,0.00124636,1,876,29.9922,2,1,59.6087,12.5857,31,88,57,43.0314,43.4958,828,0,1
Q1,Q1_0vLPYiPN7qY_1,Q4,Q3,Q3,0.095927,0.120591,0.342796,0.440686,0,0.15,0.525,0.325,0.0163128,0.0236312,0.650893,0.309163,1,898,39.9922,2,1,64.1544,7.35946,36,79,43,25.4192,26.3662,842,0,1
Q2,Q2_UE0y8MHqT-g_1,Q2,Q2,Q2,0.382656,0.517738,0.0546037,0.0450027,0.42,0.58,0,0,0.338199,0.661331,0.000456953,1.32529e-05,1,1094,49.9922,2,1,61.5942,18.5076,22,104,82,47.1394,48.067,1040,0,1
Q1,Q1_xrhWli_R98g_3,Q1,Q1,Q1,0.545643,0.413634,0.0187047,0.0220186,0.633333,0.25,0,0.116667,0.617,0.360507,0.00580315,0.01669,1,460,26.5026,2,1,65.9037,12.3569,28,86,58,37.3349,38.0072,436,0,1
Q2,Q2_9v2WSpn4FCw_5,Q2,Q2,Q2,0.389575,0.60166,0.0049777,0.00378736,0.125,0.875,0,0,0.208484,0.784868,0.00605852,0.000588715,1,786,36.7214,2,1,55.5746,15.8755,27,87,60,41.4352,42.4223,710,0,1
Q4,Q4_FyK_c-TIcCA_0,Q4,Q4,Q4,0.0172372,0.0155999,0.225157,0.742006,0,0,0.0583333,0.941667,0.00352033,0.00102514,0.111084,0.884371,1,722,36.6823,2,1,58.3932,8.39498,40,83,43,21.5556,23.6523,702,0,1
Q1,Q1_ldCQ6N9G6Mk_2,Q1,Q3,Q1,0.520389,0.355972,0.0619184,0.0617199,0.213333,0.06,0.626667,0.1,0.453511,0.179495,0.257785,0.109209,1,458,38.7721,2,1,62.5048,12.9814,40,88,48,40.0762,41.3361,420,0,1
Q1,Q1_yFw_kO7DF-Y_2,Q2,Q2,Q1,0.409301,0.550322,0.0214548,0.018922,0.291667,0.708333,0,0,0.596033,0.403603,0.000318079,4.62351e-05,1,1076,49.9922,2,1,64.6404,16.7653,24,100,76,46.0545,47.1161,990,0,1
Q2,Q2_jTPXwbDtIpA_1,Q2,Q2,Q2,0.352601,0.632701,0.00934046,0.00535733,0.325,0.675,0,0,0.438712,0.554942,0.00472171,0.00162462,1,1208,49.6224,2,1,64.4283,12.0738,28,86,58,37.1283,37.629,1130,0,1
Q1,Q1_2Z9SjI131jA_13,Q1,Q1,Q1,0.416967,0.209303,0.231469,0.142261,0.491667,0.25,0.2,0.0583333,0.66965,0.143527,0.11716,0.0696626,1,618,37.7526,2,1,70.2008,13.4044,45,95,50,36.9076,37.632,498,0,1
Q2,Q2_2uLw9Zs60A4_0,Q2,Q2,Q2,0.38882,0.505236,0.0811546,0.024789,0.37,0.61,0.02,0,0.117778,0.810753,0.0705313,0.000937751,1,574,37.9518,2,1,60.1538,19.8332,25,96,71,41.6577,42.8036,520,0,1
Q2,Q2_ZTrEoB8T9YA_0,Q1,Q1,Q1,0.471665,0.520261,0.0042955,0.00377786,0.589524,0.377143,0.0333333,0,0.577429,0.414253,0.00480771,0.00350974,1,808,39.9323,2,1,60.9619,12.6803,29,89,60,39.6294,40.8327,734,0,1
Q1,Q1_eVMSeElk81Q_0,Q1,Q1,Q1,0.51734,0.459271,0.0103409,0.0130488,0.766667,0.133333,0,0.1,0.700494,0.295982,0.000981613,0.00254243,1,406,19.4414,2,1,63.6508,13.2723,28,84,56,46.8122,47.3184,378,0,1
Q2,Q2_qlbazHayULg_10,Q2,Q1,Q1,0.406689,0.573836,0.0102808,0.00919384,0.9,0.1,0,0,0.541501,0.441094,0.0108321,0.00657291,1,842,49.9922,2,1,59.2636,12.7519,24,84,60,37.4057,38.3125,774,0,1
Q3,Q3_MbvPxCUMSek_0,Q4,Q4,Q4,0.0102155,0.0311414,0.308822,0.649821,0,0,0.333333,0.666667,0.000594511,0.0110837,0.480507,0.507815,1,298,39.9922,2,1,58.6721,7.75175,39,70,31,23.5861,25.0938,244,0,1
Q4,Q4_V3Y9L4UOcpk_0,Q4,Q3,Q3,0.0198121,0.0284608,0.324784,0.626943,0,0,0.75,0.25,0.000719163,0.0374115,0.790246,0.171624,1,406,49.9922,2,1,70.3048,9.06267,44,85,41,30.107,31.8436,374,0,1
Q4,Q4_5DqIntcmdRI_1,Q4,Q4,Q4,0.00456715,0.00957546,0.265797,0.720061,0.025,0,0.45,0.525,0.000205884,0.00406711,0.39472,0.601007,1,504,48.8424,2,1,55.8208,9.83293,30,82,52,19.5118,21.5811,424,0,1
Q3,Q3_RiQMuhk_SuQ_0,Q4,Q4,Q4,0.0148872,0.0700278,0.219363,0.695722,0.0885714,0.02,0.434286,0.457143,0.000282518,0.0576365,0.445913,0.496168,1,202,48.6914,2,1,57.2892,7.87251,41,79,38,30.2349,30.7673,166,0,1
Q4,Q4_OgkB7PfqWzA_1,Q4,Q4,Q4,0.0307197,0.0475855,0.181161,0.740534,0,0.06,0.38,0.56,0.0334089,0.042963,0.217719,0.705909,1,240,29.9922,2,1,59.163,9.93891,32,79,47,28.8478,29.5024,184,0,1
Q3,Q3_REq37pDAm3A_1,Q4,Q4,Q4,0.300545,0.0595135,0.174255,0.465687,0.3325,0,0.28,0.3875,0.395793,0.0237958,0.0724408,0.50797,1,428,29.9922,2,1,67.0393,11.2379,44,92,48,31.3539,32.474,356,0,1
Q1,Q1_Y5JcZQ0xg4Y_2,Q1,Q2,Q1,0.584679,0.377971,0.015744,0.0216065,0.273333,0.576667,0.15,0,0.824823,0.148669,0.0036363,0.0228713,1,672,29.9922,2,1,64.0735,13.4216,36,84,48,35.869,36.5804,626,0,1
Q1,Q1_eVMSeElk81Q_2,Q1,Q1,Q1,0.497408,0.456154,0.0262742,0.0201634,0.7,0.225,0.075,0,0.799941,0.185138,0.00796082,0.00695932,1,346,19.9922,2,1,64.7756,15.4548,30,96,66,46.4679,46.9034,312,0,1
Q4,Q4_AjN_5CdVUdw_0,Q4,Q4,Q4,0.00322631,0.00992891,0.152407,0.834438,0,0,0.341667,0.658333,0.000126498,0.00608231,0.133873,0.859918,1,392,48.9518,2,1,62.6303,7.40264,32,84,52,24.7909,26.0588,330,0,1
Q2,Q2_f2BXXa7lPuE_2,Q2,Q2,Q2,0.297578,0.693547,0.00504022,0.00383441,0.16,0.84,0,0,0.217949,0.779118,0.00179303,0.00113984,1,1074,39.9922,2,1,55.8386,14.4209,24,82,58,37.5157,37.8851,1016,0,1
Q1,Q1_60LLKmpgzRM_0,Q4,Q4,Q3,0.00695754,0.0318944,0.340016,0.621132,0,0,0.4125,0.5875,0.000134773,0.0123381,0.608077,0.37945,1,132,29.362,2,1,65.9808,12.3091,29,84,55,21.1058,23.7376,104,0,1
Q2,Q2_cQp1BYDGcRo_0,Q2,Q1,Q2,0.431769,0.553427,0.0089043,0.00589935,0.713333,0.253333,0.0333333,0,0.487773,0.501462,0.00702905,0.00373567,1,904,39.7917,2,1,63.2063,11.199,26,86,60,35.8447,36.4754,882,0,1
Q4,Q4_Ie5koh4qvJc_27,Q4,Q4,Q4,0.0414629,0.0232836,0.246232,0.689021,0.225,0.0333333,0.15,0.591667,0.126277,0.016218,0.25337,0.604135,1,640,39.9922,2,1,65.9661,11.4867,43,90,47,27.3763,29.2395,590,0,1
Q3,Q3_Ie5koh4qvJc_14,Q4,Q3,Q4,0.00592447,0.0187112,0.255035,0.72033,0,0,0.666667,0.333333,0.000460057,0.0333762,0.399489,0.566675,1,376,49.9922,2,1,63.7785,11.3801,36,81,45,27.2215,29.6845,298,0,1
Q4,Q4_PZN7XLKzLDI_1,Q4,Q4,Q4,0.146663,0.0495641,0.190883,0.61289,0.186667,0.06,0.36,0.393333,0.264323,0.0311956,0.0701163,0.634365,1,574,29.9922,2,1,64.4642,11.7465,36,88,52,26.3264,27.5837,530,0,1
Q2,Q2_XfA2KXodrOE_1,Q2,Q2,Q2,0.437137,0.548667,0.00803924,0.00615674,0.4725,0.5275,0,0,0.393711,0.605694,0.000318287,0.00027593,1,858,29.9922,2,1,67.0242,13.0979,23,95,72,39.3925,40.1977,828,0,1
Q2,Q2_OCqMDeD6Fmc_3,Q2,Q2,Q2,0.311225,0.681336,0.00402602,0.00341331,0.185714,0.814286,0,0,0.276153,0.723525,0.000227745,9.5104e-05,1,1184,42.5026,2,1,63.94,13.2411,24,86,62,40.8527,41.2889,1134,0,1
Q4,Q4_--2B4d4lQhs_3,Q1,Q1,Q1,0.512386,0.452343,0.0146859,0.0205856,0.455,0.361667,0.116667,0.0666667,0.652329,0.247978,0.0514525,0.0482402,1,400,29.9922,2,1,58.7349,10.6395,33,81,48,41.7801,42.5906,332,0,1
Q3,Q3_f0NbGeyJYms_0,Q4,Q3,Q3,0.0668076,0.110402,0.328506,0.494285,0.025,0,0.555,0.42,0.00496187,0.171359,0.681638,0.142042,1,538,49.9922,2,1,51.9662,13.1403,26,88,62,25.9473,27.4065,474,0,1
Q2,Q2_P-We4q3goKU_1,Q2,Q1,Q3,0.20133,0.359929,0.214629,0.224112,0.408333,0.277381,0.214286,0.1,0.0315908,0.340496,0.520336,0.107577,1,298,37.4023,2,1,52.6154,12.6375,26,81,55,33.7991,34.6347,234,0,1
Q3,Q3_uj3Gif77SYM_1,Q4,Q4,Q4,0.00450291,0.00879736,0.182934,0.803766,0,0,0.466667,0.533333,0.000714629,0.00019305,0.0301722,0.96892,1,330,29.4219,2,1,60.2372,6.74774,39,87,48,19.3429,22.541,312,0,1
Q4,Q4_XPLYvpyfKUM_0,Q4,Q4,Q4,0.00367776,0.00810461,0.200108,0.78811,0,0.05,0.15,0.8,0.00253246,0.000567622,0.0738961,0.923004,1,324,29.9922,2,1,57.9058,10.7649,38,84,46,20.442,22.1202,276,0,1
Q1,Q1_vv6nrZ2myXw_3,Q1,Q1,Q1,0.60311,0.347497,0.0199395,0.0294533,0.48,0.225,0.245,0.05,0.834544,0.10312,0.014185,0.0481507,1,502,29.9922,2,1,62.4848,13.08,37,87,50,38.1602,39.291,462,0,1
Q1,Q1__kJtgm1OUNA_2,Q1,Q1,Q1,0.529483,0.422714,0.0219845,0.0258184,0.465,0.415,0.12,0,0.818755,0.158955,0.00416443,0.0181259,1,402,19.9922,2,1,68.5784,11.5144,41,93,52,43.0027,43.9488,370,0,1
Q4,Q4_kfYaGryaGzI_1,Q4,Q3,Q3,0.00590878,0.0132551,0.425467,0.555369,0.0333333,0.1,0.556667,0.31,9.93362e-06,0.00196168,0.875392,0.122636,1,142,49.9922,2,1,70.2453,13.252,44,94,50,32.0943,34.7597,106,0,1
Q2,Q2_8c7kcmsnf-s_1,Q2,Q2,Q2,0.36705,0.623865,0.00484383,0.00424159,0.316667,0.683333,0,0,0.309559,0.690275,0.000120495,4.48579e-05,1,1006,37.9414,2,1,66.9091,15.4627,24,91,67,43.3399,43.7533,968,0,1
